"Campaign","Ad group","Keyword","Match type","Status","Final URL"
"SRCH-UK-A-CORE","INTENT-LAN-REPAIR","мережевий майстер варшава","Phrase","Enabled","https://naserwis.pl/uk/naprawa-sieci/?intent=lan-repair"
"SRCH-UK-A-CORE","INTENT-LAN-REPAIR","мережевий майстер варшава","Exact","Enabled","https://naserwis.pl/uk/naprawa-sieci/?intent=lan-repair"
"SRCH-UK-A-CORE","INTENT-LAN-INSTALL","монтаж локальної мережі","Phrase","Enabled","https://naserwis.pl/uk/montaz-sieci/?intent=lan-install"
"SRCH-UK-A-CORE","INTENT-LAN-INSTALL","монтаж локальної мережі","Exact","Enabled","https://naserwis.pl/uk/montaz-sieci/?intent=lan-install"
"SRCH-UK-A-CORE","INTENT-LAN-INSTALL","монтаж мережі lan","Phrase","Enabled","https://naserwis.pl/uk/montaz-sieci/?intent=lan-install"
"SRCH-UK-A-CORE","INTENT-LAN-INSTALL","монтаж мережі lan","Exact","Enabled","https://naserwis.pl/uk/montaz-sieci/?intent=lan-install"
"SRCH-UK-A-CORE","INTENT-LAN-INSTALL","прокладання інтернет кабелю","Phrase","Enabled","https://naserwis.pl/uk/montaz-sieci/?intent=lan-install"
"SRCH-UK-A-CORE","INTENT-LAN-INSTALL","прокладання інтернет кабелю","Exact","Enabled","https://naserwis.pl/uk/montaz-sieci/?intent=lan-install"
"SRCH-UK-A-CORE","INTENT-LAN-INSTALL","монтаж розеток rj45","Phrase","Enabled","https://naserwis.pl/uk/montaz-sieci/?intent=lan-install"
"SRCH-UK-A-CORE","INTENT-LAN-INSTALL","монтаж розеток rj45","Exact","Enabled","https://naserwis.pl/uk/montaz-sieci/?intent=lan-install"
"SRCH-UK-A-CORE","INTENT-LAN-INSTALL","комп'ютерна мережа для офісу","Phrase","Enabled","https://naserwis.pl/uk/montaz-sieci/?intent=lan-install"
"SRCH-UK-A-CORE","INTENT-LAN-INSTALL","комп'ютерна мережа для офісу","Exact","Enabled","https://naserwis.pl/uk/montaz-sieci/?intent=lan-install"
"SRCH-UK-A-CORE","INTENT-LAN-INSTALL","монтаж мережі варшава","Phrase","Enabled","https://naserwis.pl/uk/montaz-sieci/?intent=lan-install"
"SRCH-UK-A-CORE","INTENT-LAN-INSTALL","монтаж мережі варшава","Exact","Enabled","https://naserwis.pl/uk/montaz-sieci/?intent=lan-install"
"SRCH-EN-A-CORE","INTENT-WIFI-COVERAGE","weak wifi signal","Phrase","Enabled","https://naserwis.pl/en/naprawa-wifi/?intent=weak-wifi"
"SRCH-EN-A-CORE","INTENT-WIFI-COVERAGE","weak wifi signal","Exact","Enabled","https://naserwis.pl/en/naprawa-wifi/?intent=weak-wifi"
"SRCH-EN-A-CORE","INTENT-WIFI-COVERAGE","poor wifi coverage","Phrase","Enabled","https://naserwis.pl/en/naprawa-wifi/?intent=weak-wifi"
"SRCH-EN-A-CORE","INTENT-WIFI-COVERAGE","poor wifi coverage","Exact","Enabled","https://naserwis.pl/en/naprawa-wifi/?intent=weak-wifi"
"SRCH-EN-A-CORE","INTENT-WIFI-COVERAGE","improve wifi coverage","Phrase","Enabled","https://naserwis.pl/en/naprawa-wifi/?intent=weak-wifi"
"SRCH-EN-A-CORE","INTENT-WIFI-COVERAGE","improve wifi coverage","Exact","Enabled","https://naserwis.pl/en/naprawa-wifi/?intent=weak-wifi"
"SRCH-EN-A-CORE","INTENT-WIFI-COVERAGE","wifi dead zones","Phrase","Enabled","https://naserwis.pl/en/naprawa-wifi/?intent=weak-wifi"
"SRCH-EN-A-CORE","INTENT-WIFI-COVERAGE","wifi dead zones","Exact","Enabled","https://naserwis.pl/en/naprawa-wifi/?intent=weak-wifi"
"SRCH-EN-A-CORE","INTENT-WIFI-COVERAGE","mesh wifi setup","Phrase","Enabled","https://naserwis.pl/en/naprawa-wifi/?intent=weak-wifi"
"SRCH-EN-A-CORE","INTENT-WIFI-COVERAGE","mesh wifi setup","Exact","Enabled","https://naserwis.pl/en/naprawa-wifi/?intent=weak-wifi"
"SRCH-EN-A-CORE","INTENT-WIFI-COVERAGE","wifi coverage service warsaw","Phrase","Enabled","https://naserwis.pl/en/naprawa-wifi/?intent=weak-wifi"
"SRCH-EN-A-CORE","INTENT-WIFI-COVERAGE","wifi coverage service warsaw","Exact","Enabled","https://naserwis.pl/en/naprawa-wifi/?intent=weak-wifi"
"SRCH-EN-A-CORE","INTENT-WIFI-NO-INTERNET","wifi not working","Phrase","Enabled","https://naserwis.pl/en/naprawa-wifi/?intent=no-internet"
"SRCH-EN-A-CORE","INTENT-WIFI-NO-INTERNET","wifi not working","Exact","Enabled","https://naserwis.pl/en/naprawa-wifi/?intent=no-internet"
"SRCH-EN-A-CORE","INTENT-WIFI-NO-INTERNET","no internet wifi","Phrase","Enabled","https://naserwis.pl/en/naprawa-wifi/?intent=no-internet"
"SRCH-EN-A-CORE","INTENT-WIFI-NO-INTERNET","no internet wifi","Exact","Enabled","https://naserwis.pl/en/naprawa-wifi/?intent=no-internet"
"SRCH-EN-A-CORE","INTENT-WIFI-NO-INTERNET","connected no internet","Phrase","Enabled","https://naserwis.pl/en/naprawa-wifi/?intent=no-internet"
"SRCH-EN-A-CORE","INTENT-WIFI-NO-INTERNET","connected no internet","Exact","Enabled","https://naserwis.pl/en/naprawa-wifi/?intent=no-internet"
"SRCH-EN-A-CORE","INTENT-WIFI-NO-INTERNET","wifi repair warsaw","Phrase","Enabled","https://naserwis.pl/en/naprawa-wifi/?intent=no-internet"
"SRCH-EN-A-CORE","INTENT-WIFI-NO-INTERNET","wifi repair warsaw","Exact","Enabled","https://naserwis.pl/en/naprawa-wifi/?intent=no-internet"
"SRCH-EN-A-CORE","INTENT-WIFI-NO-INTERNET","wifi technician warsaw","Phrase","Enabled","https://naserwis.pl/en/naprawa-wifi/?intent=no-internet"
"SRCH-EN-A-CORE","INTENT-WIFI-NO-INTERNET","wifi technician warsaw","Exact","Enabled","https://naserwis.pl/en/naprawa-wifi/?intent=no-internet"
"SRCH-EN-A-CORE","INTENT-WIFI-NO-INTERNET","intermittent wifi repair","Phrase","Enabled","https://naserwis.pl/en/naprawa-wifi/?intent=no-internet"
"SRCH-EN-A-CORE","INTENT-WIFI-NO-INTERNET","intermittent wifi repair","Exact","Enabled","https://naserwis.pl/en/naprawa-wifi/?intent=no-internet"
"SRCH-EN-A-CORE","INTENT-ROUTER-SETUP","router setup","Phrase","Enabled","https://naserwis.pl/en/naprawa-wifi/?intent=router-setup"
"SRCH-EN-A-CORE","INTENT-ROUTER-SETUP","router setup","Exact","Enabled","https://naserwis.pl/en/naprawa-wifi/?intent=router-setup"
"SRCH-EN-A-CORE","INTENT-ROUTER-SETUP","router setup warsaw","Phrase","Enabled","https://naserwis.pl/en/naprawa-wifi/?intent=router-setup"
"SRCH-EN-A-CORE","INTENT-ROUTER-SETUP","router setup warsaw","Exact","Enabled","https://naserwis.pl/en/naprawa-wifi/?intent=router-setup"
"SRCH-EN-A-CORE","INTENT-ROUTER-SETUP","router installation","Phrase","Enabled","https://naserwis.pl/en/naprawa-wifi/?intent=router-setup"
"SRCH-EN-A-CORE","INTENT-ROUTER-SETUP","router installation","Exact","Enabled","https://naserwis.pl/en/naprawa-wifi/?intent=router-setup"
"SRCH-EN-A-CORE","INTENT-ROUTER-SETUP","mesh setup","Phrase","Enabled","https://naserwis.pl/en/naprawa-wifi/?intent=router-setup"
"SRCH-EN-A-CORE","INTENT-ROUTER-SETUP","mesh setup","Exact","Enabled","https://naserwis.pl/en/naprawa-wifi/?intent=router-setup"
"SRCH-EN-A-CORE","INTENT-ROUTER-SETUP","configure wifi router","Phrase","Enabled","https://naserwis.pl/en/naprawa-wifi/?intent=router-setup"
"SRCH-EN-A-CORE","INTENT-ROUTER-SETUP","configure wifi router","Exact","Enabled","https://naserwis.pl/en/naprawa-wifi/?intent=router-setup"
"SRCH-EN-A-CORE","INTENT-ROUTER-SETUP","router technician warsaw","Phrase","Enabled","https://naserwis.pl/en/naprawa-wifi/?intent=router-setup"
"SRCH-EN-A-CORE","INTENT-ROUTER-SETUP","router technician warsaw","Exact","Enabled","https://naserwis.pl/en/naprawa-wifi/?intent=router-setup"
"SRCH-EN-A-CORE","INTENT-LAN-REPAIR","network repair warsaw","Phrase","Enabled","https://naserwis.pl/en/naprawa-sieci/?intent=lan-repair"
"SRCH-EN-A-CORE","INTENT-LAN-REPAIR","network repair warsaw","Exact","Enabled","https://naserwis.pl/en/naprawa-sieci/?intent=lan-repair"
"SRCH-EN-A-CORE","INTENT-LAN-REPAIR","lan network repair","Phrase","Enabled","https://naserwis.pl/en/naprawa-sieci/?intent=lan-repair"
"SRCH-EN-A-CORE","INTENT-LAN-REPAIR","lan network repair","Exact","Enabled","https://naserwis.pl/en/naprawa-sieci/?intent=lan-repair"
"SRCH-EN-A-CORE","INTENT-LAN-REPAIR","internet cable repair","Phrase","Enabled","https://naserwis.pl/en/naprawa-sieci/?intent=lan-repair"
"SRCH-EN-A-CORE","INTENT-LAN-REPAIR","internet cable repair","Exact","Enabled","https://naserwis.pl/en/naprawa-sieci/?intent=lan-repair"
"SRCH-EN-A-CORE","INTENT-LAN-REPAIR","rj45 socket repair","Phrase","Enabled","https://naserwis.pl/en/naprawa-sieci/?intent=lan-repair"
"SRCH-EN-A-CORE","INTENT-LAN-REPAIR","rj45 socket repair","Exact","Enabled","https://naserwis.pl/en/naprawa-sieci/?intent=lan-repair"
"SRCH-EN-A-CORE","INTENT-LAN-REPAIR","office network repair","Phrase","Enabled","https://naserwis.pl/en/naprawa-sieci/?intent=lan-repair"
"SRCH-EN-A-CORE","INTENT-LAN-REPAIR","office network repair","Exact","Enabled","https://naserwis.pl/en/naprawa-sieci/?intent=lan-repair"
"SRCH-EN-A-CORE","INTENT-LAN-REPAIR","network technician warsaw","Phrase","Enabled","https://naserwis.pl/en/naprawa-sieci/?intent=lan-repair"
"SRCH-EN-A-CORE","INTENT-LAN-REPAIR","network technician warsaw","Exact","Enabled","https://naserwis.pl/en/naprawa-sieci/?intent=lan-repair"
"SRCH-EN-A-CORE","INTENT-LAN-INSTALL","lan installation","Phrase","Enabled","https://naserwis.pl/en/montaz-sieci/?intent=lan-install"
"SRCH-EN-A-CORE","INTENT-LAN-INSTALL","lan installation","Exact","Enabled","https://naserwis.pl/en/montaz-sieci/?intent=lan-install"
"SRCH-EN-A-CORE","INTENT-LAN-INSTALL","lan installation warsaw","Phrase","Enabled","https://naserwis.pl/en/montaz-sieci/?intent=lan-install"
"SRCH-EN-A-CORE","INTENT-LAN-INSTALL","lan installation warsaw","Exact","Enabled","https://naserwis.pl/en/montaz-sieci/?intent=lan-install"
"SRCH-EN-A-CORE","INTENT-LAN-INSTALL","network cabling warsaw","Phrase","Enabled","https://naserwis.pl/en/montaz-sieci/?intent=lan-install"
"SRCH-EN-A-CORE","INTENT-LAN-INSTALL","network cabling warsaw","Exact","Enabled","https://naserwis.pl/en/montaz-sieci/?intent=lan-install"
"SRCH-EN-A-CORE","INTENT-LAN-INSTALL","rj45 outlet installation","Phrase","Enabled","https://naserwis.pl/en/montaz-sieci/?intent=lan-install"
"SRCH-EN-A-CORE","INTENT-LAN-INSTALL","rj45 outlet installation","Exact","Enabled","https://naserwis.pl/en/montaz-sieci/?intent=lan-install"
"SRCH-EN-A-CORE","INTENT-LAN-INSTALL","office network installation","Phrase","Enabled","https://naserwis.pl/en/montaz-sieci/?intent=lan-install"
"SRCH-EN-A-CORE","INTENT-LAN-INSTALL","office network installation","Exact","Enabled","https://naserwis.pl/en/montaz-sieci/?intent=lan-install"
"SRCH-EN-A-CORE","INTENT-LAN-INSTALL","structured cabling warsaw","Phrase","Enabled","https://naserwis.pl/en/montaz-sieci/?intent=lan-install"
"SRCH-EN-A-CORE","INTENT-LAN-INSTALL","structured cabling warsaw","Exact","Enabled","https://naserwis.pl/en/montaz-sieci/?intent=lan-install"
